Algorithm,DataType,DataSize,Sortedness,Time(ns)
SelectionSortGPT,Double,10000,FirstKSorted,185477459
SelectionSortGPT,Double,10000,FirstKSorted,185019417
SelectionSortGPT,Double,10000,FirstKSorted,184869417
SelectionSortGPT,Double,10000,FirstKSorted,183289166
SelectionSortGPT,Double,10000,FirstKSorted,183759250
SelectionSortGPT,Double,10000,FirstKSorted,184440250
SelectionSortGPT,Double,10000,FirstKSorted,185224125
SelectionSortGPT,Double,10000,FirstKSorted,182912959
SelectionSortGPT,Double,10000,FirstKSorted,183271791
SelectionSortGPT,Double,10000,FirstKSorted,184123375
SelectionSortGPT,Double,10000,LastKSorted,183157209
SelectionSortGPT,Double,10000,LastKSorted,182200416
SelectionSortGPT,Double,10000,LastKSorted,182260708
SelectionSortGPT,Double,10000,LastKSorted,183009333
SelectionSortGPT,Double,10000,LastKSorted,182225000
SelectionSortGPT,Double,10000,LastKSorted,182785500
SelectionSortGPT,Double,10000,LastKSorted,183403375
SelectionSortGPT,Double,10000,LastKSorted,183927292
SelectionSortGPT,Double,10000,LastKSorted,182181041
SelectionSortGPT,Double,10000,LastKSorted,182262125
